"Host","Parasitoid","Temp","H/P","Sex","individual","body_weight"
"RUB","G",24,"H","F",17,0.44
"RUB","G",24,"H","F",18,0.516
"RUB","G",24,"H","F",19,0.528
"RUB","G",24,"H","F",20,0.435
"RUB","L",24,"H","F",1,0.43
"RUB","L",24,"H","F",2,0.344
"RUB","C",24,"H","F",1,0.817
"RUB","C",24,"H","F",2,0.533
"RUB","C",24,"H","F",3,0.519
"RUB","C",24,"H","F",4,0.648
"RUB","C",24,"H","F",5,0.744
"RUB","C",24,"H","F",6,0.477
"RUB","C",24,"H","F",7,0.631
"RUB","C",24,"H","F",8,0.6
"RUB","C",24,"H","F",9,0.616
"RUB","C",24,"H","F",10,0.592
"RUB","C",24,"H","F",11,0.485
"RUB","C",24,"H","F",12,0.692
"RUB","C",24,"H","F",13,0.759
"RUB","C",24,"H","F",14,0.533
"RUB","C",24,"H","F",15,0.619
"RUB","C",24,"H","F",16,0.891
"RUB","C",24,"H","F",17,0.581
"RUB","C",24,"H","F",18,0.471
"RUB","C",24,"H","F",19,0.631
"RUB","C",24,"H","F",20,0.474
"RUB","D",24,"H","F",1,0.404
"RUB","D",24,"H","F",2,0.565
"RUB","D",24,"H","F",3,0.354
"RUB","D",24,"H","F",4,0.454
"RUB","D",24,"H","F",5,0.519
"RUB","D",24,"H","F",6,0.48
"RUB","D",24,"H","F",7,0.554
"RUB","D",24,"H","F",8,0.559
"RUB","D",24,"H","F",9,0.489
"RUB","D",24,"H","F",10,0.47
"RUB","D",24,"H","F",11,0.458
"RUB","D",24,"H","F",12,0.445
"RUB","D",24,"H","F",13,0.513
"RUB","D",24,"H","F",14,0.46
"RUB","D",24,"H","F",15,0.53
"RUB","D",24,"H","F",16,0.403
"RUB","D",24,"H","F",17,0.525
"RUB","D",24,"H","F",18,0.498
"RUB","D",24,"H","F",19,0.643
"RUB","D",24,"H","F",20,0.448
"RUB","A",20,"H","F",1,0.563
"RUB","A",20,"H","F",2,0.6
"RUB","A",20,"H","F",3,0.521
"RUB","A",20,"H","F",4,0.596
"RUB","A",20,"H","F",5,
"RUB","A",20,"H","F",6,
"RUB","A",20,"H","F",7,
"RUB","A",20,"H","F",8,
"RUB","A",20,"H","F",9,
"RUB","A",20,"H","F",10,
"RUB","A",20,"H","F",11,
"RUB","A",20,"H","F",12,
"RUB","A",20,"H","F",13,
"RUB","A",20,"H","F",14,
"RUB","A",20,"H","F",15,
"RUB","A",20,"H","F",16,
"RUB","A",20,"H","F",17,
"RUB","G",20,"H","F",1,0.604
"RUB","G",20,"H","F",2,0.608
"RUB","G",20,"H","F",3,0.503
"RUB","G",20,"H","F",4,0.458
"RUB","G",20,"H","F",5,0.627
"RUB","G",20,"H","F",6,0.518
"RUB","G",20,"H","F",7,0.589
"RUB","G",20,"H","F",8,0.561
"RUB","G",20,"H","F",9,0.584
"RUB","G",20,"H","F",10,0.495
"RUB","G",20,"H","F",11,0.398
"RUB","G",20,"H","F",12,0.503
"RUB","G",20,"H","F",13,0.619
"RUB","G",20,"H","F",14,0.565
"RUB","G",20,"H","F",15,0.52
"RUB","G",20,"H","F",16,0.45
"RUB","G",20,"H","F",17,0.58
"RUB","G",20,"H","F",18,0.676
"RUB","G",20,"H","F",19,0.595
"RUB","G",20,"H","F",20,0.505
"RUB","L",20,"H","F",1,0.537
"RUB","L",20,"H","F",2,0.601
"RUB","L",20,"H","F",3,0.576
"RUB","L",20,"H","F",4,0.292
"RUB","L",20,"H","F",5,
"RUB","L",20,"H","F",6,
"RUB","L",20,"H","F",7,
"RUB","L",20,"H","F",8,
"RUB","L",20,"H","F",9,
"RUB","L",20,"H","F",10,
"RUB","L",20,"H","F",11,
"RUB","L",20,"H","F",12,
"RUB","L",20,"H","F",13,
"RUB","L",20,"H","F",14,
"RUB","L",20,"H","F",15,
"RUB","L",20,"H","F",16,
"RUB","L",20,"H","F",17,
"RUB","L",20,"H","F",18,
"RUB","L",20,"H","F",19,
"RUB","L",20,"H","F",20,
"RUB","C",20,"H","F",1,0.483
"RUB","C",20,"H","F",2,0.614
"RUB","C",20,"H","F",3,0.607
"RUB","C",20,"H","F",4,0.601
"RUB","C",20,"H","F",5,0.632
"RUB","C",20,"H","F",6,0.594
"RUB","C",20,"H","F",7,0.616
"RUB","C",20,"H","F",8,0.639
"RUB","C",20,"H","F",9,0.705
"RUB","C",20,"H","F",10,0.568
"RUB","C",20,"H","F",11,0.705
"RUB","C",20,"H","F",12,0.581
"RUB","C",20,"H","F",13,0.606
"RUB","C",20,"H","F",14,0.605
"RUB","C",20,"H","F",15,0.575
"RUB","C",20,"H","F",16,0.556
"RUB","C",20,"H","F",17,0.879
"RUB","C",20,"H","F",18,0.629
"RUB","C",20,"H","F",19,0.63
"RUB","C",20,"H","F",20,0.618
"RUB","D",20,"H","F",1,0.447
"RUB","D",20,"H","F",2,0.442
"RUB","D",20,"H","F",3,0.474
"RUB","D",20,"H","F",4,0.517
"RUB","D",20,"H","F",5,0.537
"RUB","D",20,"H","F",6,0.562
"RUB","D",20,"H","F",7,0.478
"RUB","D",20,"H","F",8,0.446
"RUB","D",20,"H","F",9,0.442
"RUB","D",20,"H","F",10,0.599
"RUB","D",20,"H","F",11,0.528
"RUB","D",20,"H","F",12,0.515
"RUB","D",20,"H","F",13,0.466
"RUB","D",20,"H","F",14,0.461
"RUB","D",20,"H","F",15,0.528
"RUB","D",20,"H","F",16,0.412
"RUB","D",20,"H","F",17,0.489
"RUB","D",20,"H","F",18,0.425
"RUB","D",20,"H","F",19,0.437
"RUB","D",20,"H","F",20,0.559
"RUB","M",28,"H","F",1,0.407
"RUB","M",28,"H","F",2,0.497
"RUB","M",28,"H","F",3,0.489
"RUB","M",28,"H","F",4,0.394
"RUB","M",28,"H","F",5,0.318
"RUB","M",28,"H","F",6,0.449
"RUB","M",28,"H","F",7,0.352
"RUB","M",28,"H","F",8,0.364
"RUB","M",28,"H","F",9,0.439
"RUB","M",28,"H","F",10,0.405
"RUB","M",28,"H","F",11,0.484
"RUB","M",28,"H","F",12,0.448
"RUB","M",28,"H","F",13,0.432
"RUB","M",28,"H","F",14,0.442
"RUB","M",28,"H","F",15,0.367
"RUB","M",28,"H","F",16,0.324
"RUB","M",28,"H","F",17,0.406
"RUB","M",28,"H","F",18,0.485
"RUB","M",28,"H","F",19,0.353
"RUB","M",28,"H","F",20,0.343
